Classification,AllocationType,Description,ExpenseTypeCode,FormID,HasAttendees,HasExceptions,HasImage,HasVAT,ID,ExpenseTypeName,IsBillable,IsImageRequired,IsPersonal,IsPersonalCardCharge,LocationID,LocationName,PaymentTypeID,PaymentTypeName,PostedAmount,ReceiptReceived,ReportID,ReportOwnerID,SpendCategoryCode,SpendCategoryName,TaxReceiptType,TransactionAmount,TransactionCurrencyCode,TransactionDate,Vendor,ExchangeRate,ApprovedAmount
ApprovedAmount,N,Wireless Expenses for (903) 413-1573,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2Yu9bMTHfnCOVZIcp9UHlSxtVDQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,135.97,FALSE,806326067419429D8A59,tande@visagemobile.com,TELEC,Telecom,N,135.97,USD,01/15/13,AT&T Mobility,1,135.97
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2GZwmSFd6B3hB2$pMQwwf5XGVmcA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,3DB04BF9930740C0A87B,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Gift Card Purchase,CELPH,gWnhNrzltdBbTC4Wl$pLWdAdDVe1oDcjGeNg,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2apcu5oDvo$pw$pwxCjV6FQVeauKg,Cellular Phone,FALSE,TRUE,FALSE,FALSE,gWtbwiGzOuANUyACeoNuEunW2Sn5xlHMWAw,"Bellingham, Washington",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,96,FALSE,4EE60C0C947943BBAA91,connorg@anybiz.com,TELEC,Telecom,N,96,USD,07/31/12,BELL,1,96
ApprovedAmount,N,Gift Card Purchase,AIRFR,gWnhNrzltcmakeqRCF20W4vBFvjiwvBS9hA,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1be1e34aIwMhC0S5CV1DulgvpyA,Airfare,FALSE,TRUE,FALSE,FALSE,gWtbwiGzBxHFQ$sJgZV1iVmspV1qCtKirkSg,"Dallas-Fort Worth Int Apt, Texas",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),375.6,FALSE,5DA003AC8C374756A147,tomk@anybizbu.com,AIRFR,Airfare,N,375.6,USD,09/12/13,U.S. Airways,1,375.6
HasComments,N,Gift Card Purchase,BRKFT,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0Yp5cbRwogyhXYSYMdfbfUL9dpQ,Breakfast,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAs3wkBuEpQKqDHN3ABSCab$pUFiQ,"San Bruno, California",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),45.76,FALSE,D45536EED25B40A28A66,sriapprover@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,45.76,USD,10/01/15,Cafe Monte,1,45.76
ApprovedAmount,N,Gift Card Purchase,AWRDS,gWnhNrzltdGbT167FzEPqs8qeeRAdTyIl1g,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0GpsqL8mgONl$slIHf9u9Ti49Y4A,Awards,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,50,FALSE,84105C66527D403F8D1F,laurak@anybizbu.com,GOODW,Goodwill,N,50,USD,04/21/16,n/a,1,50
ApprovedAmount,N,Gift Card Purchase,BUSML,gWnhNrzltdBLfgkU$phmBuwlsL3Kq$sxcBIdQ,TRUE,FALSE,TRUE,FALSE,gWk7Lzqt0Y$soqrnWkgvNMIF0Rg1Vv9vYSXQ,Business Meal (attendees),FALSE,TRUE,FALSE,FALSE,gWtbwiGzAsQYm7c7gZGUrlVf$pkcVyWtV0kA,"Seattle, Washington",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,125,FALSE,30BE38D8DABB4B2D89D9,travelerCaseware@anybiz.com,MEALA,Meal - Count in Daily Meal Allowance,N,125,USD,08/17/15,n/a,1,125
ApprovedAmount,N,Business Visit,GASXX,gWnhNrzltdRbWx7NQ6hbo8gBkfXEfOECQcg,FALSE,FALSE,FALSE,TRUE,gWk7Lzqt0ap8mg2kKtHs$pTUEDGwHTL8VuBA,Gasoline,FALSE,TRUE,FALSE,FALSE,gWtbwiGzKuH1SNaB0mKSxvmnFNx9zu5L1WA,"Paris, FRANCE",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,658.26,FALSE,D958C6EAB6A1434FA5F3,wsadmin@Connect-VATit.co.uk,GASXX,Gas,N,798.28,EUR,04/17/14,Texaco,0.8246,798.28
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1a$s1eFGHmzdVHkN2if8ot2uOzGg,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,72304AFE494E4AB8AB81,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Gift Card Purchase,PARKG,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0Yp1dhCD2ZUPbmfiV0rKeCjm0Ww,Parking /Tolls,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,55,FALSE,3EF868FF528D44419824,travelerCaseware@anybiz.com,GRTRN,Ground Transportation,N,55,USD,10/01/15,n/a,1,55
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1a$s0r7BpVuTy6dOhZPthbE3xKPQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,3A7A261433DA4F4BA843,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Gift Card Purchase,BUSML,gWnhNrzltdBLfgkU$phmBuwlsL3Kq$sxcBIdQ,TRUE,FALSE,FALSE,FALSE,gWk7Lzqt1HZ8n2ZkWZniUW4DdGc6cBYF1sQ,Business Meal (attendees),FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,100,FALSE,C94CB249B44D4AC0A53A,RDC-traveler@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,100,USD,04/12/14,n/a,1,100
ApprovedAmount,N,Gift Card Purchase,1002,gWnhNrzltdBHX$sWumug7zkwjwlj6SfWLSxw,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt3Ge0urGUjq5o$pkyoCEOEgSws4IA,Airfare_MEX,FALSE,TRUE,FALSE,FALSE,gWtbwiGzAsQAgApvo7QY7jRNNgg3AA1rQIg,"San Francisco, California",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),2790,FALSE,9927B96FDAE64593B8BB,daphnen_test2@anybizbu.com,AIRFR,Airfare,N,2790,MXN,02/23/12,Delta Air Lines,1,2790
ApprovedAmount,N,Gift Card Purchase,DINNR,gWnhNrzltdBHWVyCL62Px6XaQwW6eRkJPFA,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2H5lcQfsbmuw2TVwipIPeAx9mVg,Dinner,FALSE,FALSE,FALSE,FALSE,gWtbwiGzPuHJT35pvMVLmRiSHh6jt$s$pp39w,"Miami, Florida",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),45.76,FALSE,243E76CD1ED649469699,miguelr@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,45.76,USD,04/16/13,Cafe Monte,1,45.76
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HewqZExx8LvV0r6YFmE0I7$pXIw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,8586C4EC10EE4CAD8A40,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Gift Card Purchase,OFCSP,gWnhNrzltdBTRUUldhGttCey7deJtRUsCWA,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt2GJspK2wJO2ZEdA3HYSg9WoCGsg,Office Supplies,FALSE,TRUE,FALSE,FALSE,gWtbwiGzBxHFSZg5D9YKRbjaVeAC1XGvf7Q,"Addison, Texas",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),68.23,FALSE,E15225ECF48D484BADC5,cathyw@anybizbu.com,OFFIC,Office,N,68.23,USD,04/10/13,Office Warehouse,1,68.23
ApprovedAmount,N,Gift Card Purchase,LODNG,gWnhNrzltdBmnxR0Gsi3WF7hQXV0BZ7FeWg,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0au9aNSueKmGksuPRtYnWOW1fjw,Hotel,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAsHZXq$sPrZ7TWStaeg$sYK3wilwA,"San Jose, California",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),450,FALSE,2FEC94348CEC428683DB,ashleye@anybizbu.com,LODGA,Lodging,N,450,USD,03/07/15,Hotel,1,450
ApprovedAmount,N,Gift Card Purchase,DINNR,gWnhNrzltdBaiDNKjzehpDByvZwhFVywQXg,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0aetd1ZyuLuXAjOBdRUR$pvI3sTg,Dinner,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,200,FALSE,3E1BE576D3BC494AA1C8,isaacb@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,200,USD,04/01/15,n/a,1,200
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1a$s9bgVzcAwi4$p5rt1cJnTHr$sTw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,C8D1478BF0A149BD8D5E,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2Hp8vy4TNZRyl0Xo7$smI6DtzfGw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,AA4609C422F94B4289C0,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Gift Card Purchase,UNDEF,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt3bpxctz9QzZQJ5$pF2ybqJ$pHkmlQ,Undefined,FALSE,TRUE,FALSE,FALSE,gWtbwiGzOwHEiWzzAKNO9humKewlCkYGTGA,"Boston, Massachusetts",gWrQbNAtRM$pwpJszaX7Ug62CnMx2k,zNot Used-Company Paid,68.23,FALSE,7F7D054698AD4EFBB8AC,miket_hr@anybizbu.com,OTHER,Other,N,68.23,USD,12/16/11,Office Warehouse,1,68.23
HasComments,N,Gift Card Purchase,LUNCH,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0aO9dAniGmJZXFTZQCU$szoylHBQ,Lunch,FALSE,FALSE,FALSE,FALSE,,,gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),45.76,FALSE,844194C15D7D42A1A758,briank@anybizbu.com,MEALS,Meal,N,45.76,USD,06/19/15,Cafe Monte,1,45.76
ApprovedAmount,N,Gift Card Purchase,AIRFR,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt3GJstUy2$sBKwtyqRKB0iQZeYpNg,Airfare,FALSE,TRUE,FALSE,FALSE,gWtbwiGzPwHJQrKxAJ0Gh0FelVZ$pAS78X4g,"Minneapolis/St Paul Apt, Minnesota",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),351.2,FALSE,C9FC2CAF7A9546D588BF,johns_test@anybizbu.com,AIRFR,Airfare,N,351.2,USD,02/22/12,U.S. Airways,1,351.2
ApprovedAmount,N,Gift Card Purchase,1002,gWnhNrzltdBHX$sWumug7zkwjwlj6SfWLSxw,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt3Hu8tDlT1jU62wMy8baihlmqHlw,Airfare_MEX,FALSE,TRUE,FALSE,FALSE,gWtbwiGzPwHJQrKxAJ0Gh0FelVZ$pAS78X4g,"Minneapolis/St Paul Apt, Minnesota",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),6482,FALSE,3984BF331F5647C5A5EE,daphnen_test2@anybizbu.com,AIRFR,Airfare,N,6482,MXN,02/23/12,Delta Air Lines,1,6482
HasComments,N,Gift Card Purchase,LODNG,gWnhNrzltdBmnxR0Gsi3WF7hQXV0BZ7FeWg,FALSE,FALSE,TRUE,TRUE,gWk7Lzqt0b$s0oaO$sUORwlLGe1zORQ$sran4Q,Hotel,FALSE,TRUE,FALSE,FALSE,gWtbwiGzIwgQiIUNj2N$pkgFxD68qG3YWvhg,"Richmond, British Columbia",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),541.72,FALSE,AEDF6857EDF044539A75,nolanc@anybizbu.com,LODGA,Lodging,R,541.72,CAD,06/26/15,Holiday Inn,1,541.72
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HeotJVJUKLXHsIRKUvmKQRDuQg,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,8E209A6D13984E41BFD9,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1ap4vFTseeQI0zfw6nf0YPpgWZw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,53ACDD8667134CE78C19,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2aJ0pgOPeoxzrawc2yx6aineOTw,Miscellaneous,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAsQYm7c7gZGUrlVf$pkcVyWtV0kA,"Seattle, Washington",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,5,FALSE,66632B6EAD8E498FA8FD,davidl@anybiz.com,OTHER,Other,N,5,USD,12/06/12,Tango Card,1,5
HasComments,N,Wireless Expenses for (415) 465-3044,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HepdjE5$pSIUxxzZQGfvAXy39$sQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,289.99,FALSE,E2D4912B84E94F0A8FCA,pias2@zip.com,TELEC,Telecom,N,289.99,USD,03/25/13,AT&T Mobility,1,289.99
HasComments,N,Lunch & Learn,ENTOT,gWnhNrzltcRDQG6PsapwBaxmWXlUvFoCnow,TRUE,FALSE,FALSE,FALSE,gWk7Lzqt2a5gncWv4EJ$pkgumPhg9lzS6dJg,Entertainment-Other,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,200,FALSE,5D874055B94445408444,tonydenardo@anybizbu.com,ENTER,Entertainment,N,200,USD,04/25/12,n/a,1,200
HasComments,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2aZtaCpwIXOx49yEvlf9$sh7Q3Ag,Miscellaneous,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,10,FALSE,3BDD0B2CEBED4A689207,davidl@anybiz.com,OTHER,Other,N,10,USD,09/14/12,Tango Card,1,10
ApprovedAmount,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2auteTGhqLyCEDDsV3rgx8FHWxA,Miscellaneous,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,25,FALSE,7D8DBFDBFC3E4AFA9439,davidl@anybiz.com,OTHER,Other,N,25,USD,08/31/12,Tango Card,1,25
HasComments,N,Gift Card Purchase,AIRFR,gWnhNrzltcmakeqRCF20W4vBFvjiwvBS9hA,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1bp0orvibce5MqXqi$sbXziZIgEg,Airfare,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,500,FALSE,729DFD708D0C45A1B147,tomk@anybizbu.com,AIRFR,Airfare,N,500,USD,09/11/13,n/a,1,500
ApprovedAmount,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2auhclYnDOvwOemcsgAxk57aZTg,Miscellaneous,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAsQYm7c7gZGUrlVf$pkcVyWtV0kA,"Seattle, Washington",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,15,FALSE,CE5480B5DCE54C57A938,chrish@anybiz.com,OTHER,Other,N,15,USD,09/05/12,Tango Card,1,15
ApprovedAmount,N,Wireless Expenses for (415) 465-3044,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1a55b3lrtXvy1M$sDxh4RCUfSWSw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,289.99,FALSE,E2D4912B84E94F0A8FCA,pias2@zip.com,TELEC,Telecom,N,289.99,USD,03/25/13,AT&T Mobility,1,289.99
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1ap4nKWJ08monHg84J31555z4$sA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,2AAA92211FFB427E8D34,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Lunch,BUSML,gWnhNrzltcRDQG6PsapwBaxmWXlUvFoCnow,TRUE,FALSE,FALSE,FALSE,gWk7Lzqt0apYnO2X94AeUul2OnDw9MJa$pFQ,Business Meal (attendees),FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,200,FALSE,D6D38E9A10F34DD0AF52,dutchin@anybiz.com,MEALA,Meal - Count in Daily Meal Allowance,N,200,USD,02/02/15,n/a,1,200
ApprovedAmount,N,Gift Card Purchase,CARRT,gWnhNrzltdBPTwh2xJb4OhjHfa2bU0NsCQQ,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt3aOso$swF21vTj8XLiRQyPnOyY7Q,Car Rental,FALSE,FALSE,FALSE,FALSE,gWtbwiGzOwHEiWzzAKNO9humKewlCkYGTGA,"Boston, Massachusetts",gWsxpR2vDTTegApXXBEl7olEluYIE,Corporate Card IBCP,213.91,FALSE,14302238F16F453690D1,tonydenardo@anybizbu.com,CARRT,Car Rental,N,213.91,USD,11/30/11,Hertz,1,213.91
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1apotwRgBb9HZwIGnc23syq5iUw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,781958AEAF184C1CB8E5,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Gift Card Purchase,CELPH,gWnhNrzltdRbWx7NQ6hbo8gBkfXEfOECQcg,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1bJ4rIfDFMas4ZfZb6CfrnvI7$sg,Cellular Phone,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAsQAgApvo7QY7jRNNgg3AA1rQIg,"San Francisco, California",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,100,FALSE,39809D12BAB24795A4F8,garyw@anybizbu.com,TELEC,Telecom,N,100,USD,09/30/13,n/a,1,100
ApprovedAmount,N,Client Appreciation Dinner,ENTOT,gWnhNrzltcRDQG6PsapwBaxmWXlUvFoCnow,TRUE,FALSE,FALSE,FALSE,gWk7Lzqt3bOsr$sJm1LKoc$pq0CjBAZpsKt$sg,Entertainment-Other,FALSE,TRUE,FALSE,FALSE,gWtbwiGzOwwEgfHJNvHFMYPbxw64lfKc$sNg,"Chicago, Illinois",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,315,FALSE,6379E8B74635402FAA68,jimw_test@anybizbu.com,ENTER,Entertainment,N,315,USD,11/30/11,n/a,1,315
HasComments,N,Web Service4,CSHAD,gWnhNrzltcRDeRkBpBpofpe$pVFzVmVUcF1A,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt2bOsoTynApWN6J3$suTsCQOEfTRQ,Cash Advance,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,678,FALSE,F85D21FD60F345AE9D8A,astauffer@anybizbu.com,OTHER,Other,N,678,USD,02/04/13,Web Service4,1,678
ApprovedAmount,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2ap5eWdsext1gOcBUzM74b6jxUw,Miscellaneous,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,25,FALSE,56F232C24C11413696EB,chrish@anybiz.com,OTHER,Other,N,25,USD,06/12/12,Tango Card,1,25
ApprovedAmount,N,Gift Card Purchase,OFCSP,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt0ae0nUKBSCWo82Rx2$sk7WzrnClw,Office Supplies,FALSE,FALSE,FALSE,FALSE,,,gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),68.23,FALSE,730E6157CC77435D86F7,sinclairs@anybizbu.com,OFFIC,Office,N,68.23,USD,02/19/15,Office Warehouse,1,68.23
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1a$s0pcowPG$sa$sgBSZkHhDZT1xmg,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,86F8C3DF9BD74680AE45,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Wireless Expenses for (903) 413-1573,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2Gp4otB3qt$pQpSTwNPjKn$sO1Opw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,135.97,FALSE,6804C8DECB5A46EDB2BB,tande@visagemobile.com,TELEC,Telecom,N,135.97,USD,01/15/13,AT&T Mobility,1,135.97
HasComments,N,Gift Card Purchase,1001,gWnhNrzltdBPRXIvrh2QKcs0fxcbMppo55g,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt3aespyBs2heOf61vSHmejOh$ph5g,Airline Fees,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,25,FALSE,B3C2279B2CA34EFC920A,jrust_test@anybizbu.com,AIRFR,Airfare,N,25,USD,09/26/11,n/a,1,25
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2Hp8pqj4ignKozH96CYISlB$sT8w,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,6BFE477F992E42A281EB,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,F,test,CARRT,gWnhNrzltdWKlyOwp$pW6GQKvIjfmz1HjRzg,FALSE,FALSE,TRUE,TRUE,gWk7Lzqt0a$sta4s$s2nBIzKzXc$sYIaJsn0xA,Car Rental,FALSE,TRUE,FALSE,FALSE,gWtbwiGzLsHJQ0nh5OM$sSl1yX8wOKF5eUag,"London, UNITED KINGDOM",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,654,FALSE,F5B4B893187E4F7592BF,wsadmin@Connect-VATit.co.uk,CARRT,Car Rental,N,654,GBP,08/20/14,Alamo,1,654
